game,console,loose_val,complete_val,new_val,date(D/M/Y)
Pokemon HeartGold Version,nintendo-ds,121.39,189.99,320.00,28/02/2024
Pokemon Black Version 2,nintendo-ds,129.96,161.90,228.31,28/02/2024
Pokemon Black,nintendo-ds,72.03,92.00,283.61,28/02/2024
Pokemon White Version 2,nintendo-ds,119.99,172.05,282.50,28/02/2024
Pokemon Diamond,nintendo-ds,35.00,55.92,365.91,28/02/2024
Pokemon White,nintendo-ds,64.99,89.99,262.49,28/02/2024
Pokemon Pearl,nintendo-ds,38.17,59.00,189.87,28/02/2024
Zelda Phantom Hourglass,nintendo-ds,20.20,32.90,107.25,28/02/2024
New Super Mario Bros,nintendo-ds,15.00,23.48,41.00,28/02/2024
Chrono Trigger,nintendo-ds,66.10,90.17,175.00,28/02/2024
Mario Kart DS,nintendo-ds,14.52,19.77,42.65,28/02/2024
Zelda Spirit Tracks,nintendo-ds,48.94,74.00,119.00,28/02/2024
Pokemon SoulSilver Version [Pokewalker],nintendo-ds,170.38,237.50,638.57,28/02/2024
Super Mario 64 DS,nintendo-ds,17.00,23.90,59.99,28/02/2024
Namco Museum/Pac-man World 3 Bundle,nintendo-ds,35.32,50.40,96.00,28/02/2024
Pokemon HeartGold Version [Pokewalker],nintendo-ds,185.00,277.33,810.00,28/02/2024
Pokemon Mystery Dungeon Explorers of Sky,nintendo-ds,90.50,160.50,299.99,28/02/2024
Pokemon Ranger,nintendo-ds,24.99,42.40,479.99,28/02/2024
Pokemon Conquest,nintendo-ds,57.50,90.25,194.24,28/02/2024
Super Princess Peach,nintendo-ds,30.00,62.31,163.75,28/02/2024
Black Nintendo DS Lite,nintendo-ds,48.97,82.06,183.89,28/02/2024
Mario Party DS,nintendo-ds,14.44,18.99,43.26,28/02/2024
Jewel Time Deluxe,nintendo-ds,24.00,26.23,294.08,28/02/2024
Mario &amp; Luigi: Bowser's Inside Story,nintendo-ds,16.45,22.35,52.18,28/02/2024
Super Mario 64 DS [Not for Resale],nintendo-ds,183.52,N/A,N/A,28/02/2024
Kirby Super Star Ultra,nintendo-ds,23.04,32.88,169.99,28/02/2024
Animal Crossing Wild World,nintendo-ds,19.99,33.15,74.67,28/02/2024
Winx Club: Saving Alfea,nintendo-ds,47.63,129.08,214.99,28/02/2024
Mario Kart DS [Not for Resale],nintendo-ds,185.80,N/A,N/A,28/02/2024
Metroid Prime Hunters,nintendo-ds,18.65,36.77,130.23,28/02/2024
Didget Blood Glucose Monitoring System,nintendo-ds,342.67,534.71,850.00,28/02/2024
Pokemon Mystery Dungeon Blue Rescue Team,nintendo-ds,19.99,35.00,257.19,28/02/2024
Resident Evil Deadly Silence,nintendo-ds,52.37,80.22,159.32,28/02/2024
Mario and Luigi Partners in Time,nintendo-ds,32.55,43.17,79.66,28/02/2024
Dragon Quest V Hand of the Heavenly Bride,nintendo-ds,125.56,163.54,219.50,28/02/2024
Castlevania Dawn of Sorrow,nintendo-ds,35.00,44.33,125.00,28/02/2024
DS Lite AC Adapter,nintendo-ds,8.50,10.17,18.90,28/02/2024
Dragon Quest IX: Sentinels of the Starry Skies,nintendo-ds,26.00,36.95,83.74,28/02/2024
Red Mario Nintendo DS Lite Limited Edition,nintendo-ds,45.00,85.85,319.39,28/02/2024
Final Fantasy III,nintendo-ds,11.60,16.99,50.48,28/02/2024
Pokemon Ranger Shadows of Almia,nintendo-ds,29.97,43.11,221.53,28/02/2024
Nintendo DSi XL Blue,nintendo-ds,63.83,108.00,436.38,28/02/2024
Pokemon Mystery Dungeon Explorers of Time,nintendo-ds,19.99,29.04,109.50,28/02/2024
Pokemon Mystery Dungeon Explorers of Darkness,nintendo-ds,17.03,35.00,88.84,28/02/2024
Mario vs. Donkey Kong Mini-Land Mayhem,nintendo-ds,9.18,12.85,39.99,28/02/2024
Digimon World DS,nintendo-ds,40.73,75.62,188.75,28/02/2024
Seattle Mariners Nintendo DS Lite,nintendo-ds,453.91,555.57,899.99,28/02/2024
Fire Emblem Shadow Dragon,nintendo-ds,39.99,75.47,143.78,28/02/2024
Castlevania Order of Ecclesia,nintendo-ds,50.00,92.04,140.00,28/02/2024
Pokemon Ranger: Guardian Signs,nintendo-ds,29.99,51.98,170.38,28/02/2024
Golden Sun: Dark Dawn,nintendo-ds,24.95,36.09,51.00,28/02/2024
Solatorobo: Red The Hunter,nintendo-ds,243.55,302.42,544.07,28/02/2024
Electroplankton,nintendo-ds,39.45,56.00,106.00,28/02/2024
White Nintendo DSi System,nintendo-ds,44.29,76.00,319.51,28/02/2024
Dragon Quest IV Chapters of the Chosen,nintendo-ds,60.52,95.00,153.31,28/02/2024
Bubble Bobble Revolution [USA-1],nintendo-ds,33.00,143.22,272.00,28/02/2024
Grand Theft Auto: Chinatown Wars,nintendo-ds,21.75,44.78,95.00,28/02/2024
Castlevania Portrait of Ruin,nintendo-ds,33.67,52.26,99.99,28/02/2024
Mario Hoops 3 on 3,nintendo-ds,14.99,21.49,104.00,28/02/2024
Bleach Blade of Fate,nintendo-ds,12.99,17.49,34.99,28/02/2024
Final Fantasy IV,nintendo-ds,17.98,30.00,51.46,28/02/2024
Matte Blue Nintendo DSi,nintendo-ds,48.00,66.00,125.00,28/02/2024
Red Crimson &amp; Black Nintendo DS Lite,nintendo-ds,42.02,84.47,347.37,28/02/2024
Pink Ribbon Nintendo DS Lite,nintendo-ds,35.00,131.80,474.50,28/02/2024
Guitar Hero Nintendo DS Limited Edition,nintendo-ds,55.53,62.49,399.95,28/02/2024
White Nintendo DSi [Mario &amp; Luigi Bundle],nintendo-ds,167.08,315.79,600.00,28/02/2024
Discovery Kids Snake Safari,nintendo-ds,34.49,70.44,134.00,28/02/2024
Kingdom Hearts 358/2 Days,nintendo-ds,23.07,33.24,77.30,28/02/2024
Sonic Rush,nintendo-ds,11.76,19.56,48.98,28/02/2024
The Dark Spire,nintendo-ds,74.95,94.99,200.00,28/02/2024
Black Nintendo DSi System,nintendo-ds,50.00,65.27,299.00,28/02/2024
Coral Pink Nintendo DS Lite,nintendo-ds,42.00,87.69,203.00,28/02/2024
Nintendo DSi XL Red Limited Edition,nintendo-ds,96.95,199.99,999.00,28/02/2024
Yoshi's Island DS,nintendo-ds,15.00,22.46,78.97,28/02/2024
Bleach: The 3rd Phantom,nintendo-ds,47.99,62.58,81.00,28/02/2024
Assassins Creed Altair's Chronicles,nintendo-ds,11.90,18.36,40.45,28/02/2024
Dragon Ball: Origins 2,nintendo-ds,42.00,59.43,73.97,28/02/2024
Drawn to Life SpongeBob SquarePants Edition,nintendo-ds,6.92,7.17,30.00,28/02/2024
Rhythm Heaven,nintendo-ds,40.81,44.91,79.68,28/02/2024
Action Replay DSi Updates,nintendo-ds,107.63,110.00,200.00,28/02/2024
Final Fantasy Fables Chocobo Tales,nintendo-ds,14.99,24.99,35.17,28/02/2024
Barbie: Groom and Glam Pups,nintendo-ds,4.78,5.30,15.05,28/02/2024
"999: 9 Hours, 9 Persons, 9 Doors",nintendo-ds,44.29,53.61,76.99,28/02/2024
Game &amp; Watch Collection,nintendo-ds,30.00,37.72,49.99,28/02/2024
Bleach Dark Souls,nintendo-ds,18.99,30.41,65.00,28/02/2024
Club House Games,nintendo-ds,5.35,6.14,14.98,28/02/2024
Etrian Odyssey II Heroes of Lagaard,nintendo-ds,31.82,54.99,88.00,28/02/2024
Metallic Blue Nintendo DSi System,nintendo-ds,37.39,53.68,102.00,28/02/2024
Commando: Steel Disaster,nintendo-ds,63.93,250.00,350.00,28/02/2024
Spiderman Web of Shadows,nintendo-ds,18.65,20.50,32.26,28/02/2024
Front Mission,nintendo-ds,30.00,46.67,71.36,28/02/2024
Cobalt &amp; Black Nintendo DS Lite,nintendo-ds,45.37,87.97,427.49,28/02/2024
Gold Zelda Nintendo DS Lite [Limited Edition],nintendo-ds,107.96,388.26,167.84,28/02/2024
Amazing Spiderman,nintendo-ds,9.83,10.54,24.99,28/02/2024
Red Mario Kart Edition DS System,nintendo-ds,36.19,100.54,378.85,28/02/2024
Transformers Autobots,nintendo-ds,4.43,7.95,21.96,28/02/2024
LEGO Batman 2,nintendo-ds,5.82,6.25,15.00,28/02/2024
Nintendogs Best Friends,nintendo-ds,15.00,23.00,39.49,28/02/2024
LEGO Indiana Jones 2: The Adventure Continues,nintendo-ds,5.75,6.70,14.11,28/02/2024
Pearl Pink Nintendogs Edition DS System,nintendo-ds,78.57,110.00,209.00,28/02/2024
Pokewalker,nintendo-ds,50.54,88.39,168.00,28/02/2024
007 GoldenEye,nintendo-ds,14.60,17.99,26.32,28/02/2024
Chrono Trigger [First Print],nintendo-ds,57.00,120.00,249.99,28/02/2024
Hannah Montana,nintendo-ds,3.75,4.34,8.77,28/02/2024
Spore Creatures,nintendo-ds,6.82,6.99,16.45,28/02/2024
Sonic Classic Collection,nintendo-ds,9.94,11.46,26.99,28/02/2024
Professor Layton and the Curious Village,nintendo-ds,12.75,16.64,32.17,28/02/2024
Kirby: Mass Attack,nintendo-ds,17.99,25.35,59.99,28/02/2024
Blue Nintendo DSi System,nintendo-ds,45.13,59.74,158.50,28/02/2024
Beyblade: Metal Fusion,nintendo-ds,5.07,8.00,12.99,28/02/2024
Knights in the Nightmare,nintendo-ds,39.40,70.79,125.00,28/02/2024
Yu-Gi-Oh GX Spirit Caller,nintendo-ds,22.11,26.98,62.03,28/02/2024
Naruto Ninja Council 3,nintendo-ds,7.28,8.81,30.00,28/02/2024
Theresia,nintendo-ds,49.13,91.99,111.00,28/02/2024
Yu-Gi-Oh 5D's Stardust Accelerator World Championship Tournament 2009,nintendo-ds,24.90,33.06,61.44,28/02/2024
Dragon Quest VI: Realms of Revelation,nintendo-ds,53.34,98.96,185.49,28/02/2024
Orange Naruto Nintendo DS Lite Limited Edition,nintendo-ds,140.00,449.99,855.00,28/02/2024
Star Wars Clone Wars Jedi Alliance,nintendo-ds,5.00,6.37,15.31,28/02/2024
"The My World, My Way",nintendo-ds,59.64,161.71,307.00,28/02/2024
White Nintendo DS Lite,nintendo-ds,44.83,72.00,323.73,28/02/2024
Disgaea DS,nintendo-ds,17.23,20.68,39.95,28/02/2024
Hotel Dusk Room 215,nintendo-ds,23.49,34.45,44.22,28/02/2024
Guilty Gear Dust Strikers,nintendo-ds,10.90,20.48,29.99,28/02/2024
Metroid Prime Hunters [First Hunt],nintendo-ds,8.35,9.45,18.00,28/02/2024
Luminous Arc,nintendo-ds,41.39,69.20,121.11,28/02/2024
The Legendary Starfy,nintendo-ds,15.67,20.79,55.00,28/02/2024
Spyro Shadow Legacy,nintendo-ds,9.98,17.40,59.75,28/02/2024
World Ends With You,nintendo-ds,23.40,33.81,54.08,28/02/2024
Transformers Decepticons,nintendo-ds,10.00,10.20,19.99,28/02/2024
Viewtiful Joe Double Trouble,nintendo-ds,23.02,29.46,97.43,28/02/2024
Dinosaur King,nintendo-ds,25.97,42.99,160.50,28/02/2024
Red DS System,nintendo-ds,62.50,N/A,N/A,28/02/2024
Sideswiped,nintendo-ds,65.59,210.00,399.00,28/02/2024
The Sims 2: Castaway,nintendo-ds,12.84,15.81,27.91,28/02/2024
Bomberman,nintendo-ds,13.41,17.74,24.25,28/02/2024
Atelier Annie: Alchemists of Sera Island,nintendo-ds,75.00,121.27,162.47,28/02/2024
Guitar Hero On Tour &amp; On Tour Decades Box Set,nintendo-ds,6.19,24.88,78.00,28/02/2024
Luminous Arc 2,nintendo-ds,36.19,66.45,108.89,28/02/2024
Metroid Prime Pinball,nintendo-ds,29.99,78.97,158.25,28/02/2024
Pokemon Mystery Dungeon Blue Rescue Team [Not for Resale],nintendo-ds,199.99,N/A,N/A,28/02/2024
Summon Night Twin Age,nintendo-ds,32.88,49.84,121.95,28/02/2024
Lost Magic,nintendo-ds,9.75,17.99,37.75,28/02/2024
Naruto: Ninja Destiny,nintendo-ds,7.07,8.43,21.49,28/02/2024
Contra 4,nintendo-ds,27.97,46.22,120.84,28/02/2024
Star Wars Episode III Revenge of the Sith,nintendo-ds,14.95,22.49,44.99,28/02/2024
Witch's Wish,nintendo-ds,52.24,114.99,186.06,28/02/2024
Yu-Gi-Oh World Championship 2008,nintendo-ds,28.99,45.71,72.21,28/02/2024
Call of Duty World at War,nintendo-ds,11.26,11.30,28.82,28/02/2024
Club Penguin Elite Penguin Force: Herbert's Revenge,nintendo-ds,6.96,7.11,13.22,28/02/2024
Hello Kitty Party Bundle,nintendo-ds,5.36,7.89,15.00,28/02/2024
Teal Nintendogs Edition DS System,nintendo-ds,56.99,72.01,137.00,28/02/2024
Brain Age,nintendo-ds,2.06,3.35,12.45,28/02/2024
LEGO Harry Potter Years 5-7,nintendo-ds,6.00,6.13,11.21,28/02/2024
Diddy Kong Racing DS,nintendo-ds,11.99,19.83,74.98,28/02/2024
Final Fantasy Tactics A2,nintendo-ds,25.00,41.00,65.75,28/02/2024
Pokemon HeartGold Version [Figure Bundle],nintendo-ds,922.86,325.13,518.00,28/02/2024
Plants vs. Zombies,nintendo-ds,11.68,15.50,39.06,28/02/2024
Professor Layton and The Diabolical Box,nintendo-ds,10.49,11.50,27.17,28/02/2024
Trace Memory,nintendo-ds,22.49,53.39,60.00,28/02/2024
Dialga and Palkia Nintendo DS Lite,nintendo-ds,130.00,352.06,499.99,28/02/2024
Nintendogs Lab and Friends,nintendo-ds,8.25,11.52,22.64,28/02/2024
Pokemon [Not for Resale Zoroark],nintendo-ds,N/A,N/A,N/A,28/02/2024
Kirby Squeak Squad,nintendo-ds,19.99,37.88,175.00,28/02/2024
Pokemon SoulSilver Version [Not For Resale],nintendo-ds,139.99,N/A,N/A,28/02/2024
Phineas and Ferb: Across the 2nd Dimension,nintendo-ds,6.16,6.19,10.91,28/02/2024
LEGO Star Wars Complete Saga,nintendo-ds,6.41,8.00,22.47,28/02/2024
Advance Wars Days of Ruin,nintendo-ds,21.43,30.84,60.00,28/02/2024
Cooking Mama,nintendo-ds,12.06,12.93,33.50,28/02/2024
Pokemon [Not For Resale Pikachu],nintendo-ds,453.87,N/A,N/A,28/02/2024
Brain Age 2,nintendo-ds,3.22,3.25,8.41,28/02/2024
Professor Layton and the Unwound Future,nintendo-ds,15.00,24.99,31.35,28/02/2024
Mario vs. Donkey Kong 2 March of Minis,nintendo-ds,12.55,19.30,85.00,28/02/2024
Fossil Fighters,nintendo-ds,24.40,30.00,69.99,28/02/2024
Fossil Fighters Champions,nintendo-ds,69.98,77.77,118.83,28/02/2024
Monster Tale,nintendo-ds,30.00,63.98,91.00,28/02/2024
Pokemon [Not for Resale Dragonite],nintendo-ds,N/A,N/A,N/A,28/02/2024
Zelda Twilight Princess [Preview Trailer],nintendo-ds,293.76,840.00,296.00,28/02/2024
Kingdom Hearts: Re:coded,nintendo-ds,17.00,24.99,44.00,28/02/2024
Wario Ware Touched,nintendo-ds,17.41,33.10,93.86,28/02/2024
Little Red Riding Hood's Zombie BBQ,nintendo-ds,84.54,174.95,293.81,28/02/2024
Phoenix Wright Ace Attorney,nintendo-ds,17.83,31.59,46.00,28/02/2024
Coraline,nintendo-ds,74.85,108.48,206.00,28/02/2024
Ghost Trick: Phantom Detective,nintendo-ds,50.29,63.86,94.93,28/02/2024
Sonic Rush Adventure,nintendo-ds,18.89,32.87,79.99,28/02/2024
Radiant Historia,nintendo-ds,24.00,31.49,49.76,28/02/2024
Pokemon [Not for Resale Arceus],nintendo-ds,N/A,N/A,N/A,28/02/2024
Big Brain Academy,nintendo-ds,2.07,3.60,8.49,28/02/2024
Professor Layton and the Last Specter,nintendo-ds,41.50,47.17,79.72,28/02/2024
Advance Wars Dual Strike,nintendo-ds,22.99,36.00,82.29,28/02/2024
Pokemon SoulSilver Version [Figure Bundle],nintendo-ds,096.69,574.74,992.00,28/02/2024
Star Fox Command,nintendo-ds,9.31,18.34,85.00,28/02/2024
Dementium The Ward,nintendo-ds,34.10,51.23,118.42,28/02/2024
Tetris DS,nintendo-ds,21.22,23.89,42.67,28/02/2024
Sonic Colors,nintendo-ds,9.34,15.00,37.26,28/02/2024
Kirby Canvas Curse,nintendo-ds,29.99,47.13,109.85,28/02/2024
Call of Duty Black Ops,nintendo-ds,12.51,14.47,37.38,28/02/2024
Harvest Moon Island of Happiness,nintendo-ds,14.48,14.71,39.37,28/02/2024
Etrian Odyssey III: The Drowned City,nintendo-ds,70.00,95.49,134.51,28/02/2024
Final Fantasy XII Revenant Wings,nintendo-ds,16.66,30.29,46.09,28/02/2024
The Simpsons Game,nintendo-ds,20.66,24.06,45.84,28/02/2024
Mario and Sonic at the Olympic Games,nintendo-ds,8.48,10.55,26.80,28/02/2024
Dementium II,nintendo-ds,59.99,144.98,233.39,28/02/2024
Aliens: Infestation,nintendo-ds,52.50,74.96,101.01,28/02/2024
Pokemon Dash,nintendo-ds,17.56,40.72,380.98,28/02/2024
Platinum DS System,nintendo-ds,29.99,58.47,899.95,28/02/2024
Scribblenauts,nintendo-ds,3.61,4.61,6.49,28/02/2024
Sonic Chronicles The Dark Brotherhood,nintendo-ds,22.21,28.85,72.63,28/02/2024
Wario Master of Disguise,nintendo-ds,12.32,34.00,119.00,28/02/2024
LEGO Batman The Videogame,nintendo-ds,6.12,7.50,21.49,28/02/2024
Bakugan Battle Brawlers,nintendo-ds,6.13,7.18,19.72,28/02/2024
Guitar Hero On Tour [Bundle],nintendo-ds,10.00,17.99,22.25,28/02/2024
Pokemon Legendary Distribution,nintendo-ds,252.76,290.00,551.00,28/02/2024
Dragon Quest Heroes Rocket Slime,nintendo-ds,35.84,61.83,99.99,28/02/2024
Dragon Quest Monsters: Joker 2,nintendo-ds,60.70,83.50,116.09,28/02/2024
Final Fantasy: The 4 Heroes of Light,nintendo-ds,29.99,41.25,50.50,28/02/2024
Lost in Blue 3,nintendo-ds,20.47,25.72,49.01,28/02/2024
Nintendo DSi Red System,nintendo-ds,55.50,92.10,175.00,28/02/2024
Lunar Dragon Song,nintendo-ds,10.27,24.97,34.03,28/02/2024
Nintendogs Dachshund and Friends,nintendo-ds,9.95,9.99,36.28,28/02/2024
Ace Attorney Apollo Justice,nintendo-ds,24.31,26.13,68.73,28/02/2024
LEGO Battles: Ninjago,nintendo-ds,4.74,5.23,9.87,28/02/2024
Legend of Spyro Dawn of the Dragon,nintendo-ds,11.80,14.99,31.18,28/02/2024
Mario and Sonic at the Olympic Winter Games,nintendo-ds,9.66,12.89,34.50,28/02/2024
Pokemon White Nintendo DSi System,nintendo-ds,190.00,265.70,100.00,28/02/2024
Dragon Quest Monsters Joker,nintendo-ds,24.99,40.78,63.07,28/02/2024
Mega Man ZX,nintendo-ds,11.13,21.35,59.99,28/02/2024
Pokemon Trozei,nintendo-ds,17.34,42.11,295.45,28/02/2024
Blue DS System,nintendo-ds,39.99,88.04,398.50,28/02/2024
Mega Man Star Force 3 Red Joker,nintendo-ds,89.99,169.78,301.60,28/02/2024
Yu-Gi-Oh 5D's World Championship 2011: Over The Nexus,nintendo-ds,59.97,68.65,130.00,28/02/2024
C.O.R.E.,nintendo-ds,23.81,85.12,162.00,28/02/2024
Namco Museum,nintendo-ds,7.49,7.49,14.37,28/02/2024
Lock's Quest,nintendo-ds,9.43,14.15,30.10,28/02/2024
Metallic Silver Nintendo DS Lite,nintendo-ds,37.61,103.04,300.00,28/02/2024
Children of Mana,nintendo-ds,13.20,22.47,75.97,28/02/2024
Lost in Blue,nintendo-ds,19.24,23.98,27.53,28/02/2024
Club Penguin: Elite Penguin Force,nintendo-ds,5.76,5.83,20.00,28/02/2024
LEGO Harry Potter: Years 1-4,nintendo-ds,7.00,9.19,23.14,28/02/2024
Call of Duty Modern Warfare Mobilized,nintendo-ds,6.98,10.66,24.99,28/02/2024
Nanostray,nintendo-ds,15.45,28.97,56.00,28/02/2024
Ace Attorney Investigations: Miles Edgeworth,nintendo-ds,49.36,59.00,104.37,28/02/2024
Blue Dragon: Awakened Shadow,nintendo-ds,68.55,228.15,310.01,28/02/2024
Bomberman Land Touch,nintendo-ds,18.47,28.23,100.00,28/02/2024
Rhapsody A Musical Adventure,nintendo-ds,22.74,34.01,51.75,28/02/2024
Dragon Ball Z: Attack of the Saiyans,nintendo-ds,37.41,83.81,110.64,28/02/2024
Drone Tactics,nintendo-ds,63.99,152.31,222.50,28/02/2024
Metallic Rose Nintendo DS Lite,nintendo-ds,43.82,76.11,210.42,28/02/2024
Spectral Force Genesis,nintendo-ds,10.59,18.47,29.95,28/02/2024
Cooking Mama 2 Dinner With Friends,nintendo-ds,9.27,10.90,29.99,28/02/2024
Nintendo DS [Metroid Prime Hunters First Hunt Edition],nintendo-ds,142.85,199.99,380.00,28/02/2024
Harvest Moon DS,nintendo-ds,17.99,19.19,54.09,28/02/2024
Scurge Hive,nintendo-ds,16.89,23.98,41.22,28/02/2024
LEGO Pirates of the Caribbean: The Video Game,nintendo-ds,6.51,6.82,12.86,28/02/2024
Digimon World Dawn,nintendo-ds,31.99,55.76,106.00,28/02/2024
Shin Megami Tensei: Devil Survivor,nintendo-ds,25.27,40.47,82.02,28/02/2024
Pink Nintendo DSi System,nintendo-ds,48.13,63.71,100.00,28/02/2024
Final Fantasy Crystal Chronicles Ring of Fates,nintendo-ds,15.07,15.20,29.99,28/02/2024
Godzilla Unleashed,nintendo-ds,25.94,29.98,57.00,28/02/2024
Mega Man Zero Collection,nintendo-ds,17.12,27.61,52.47,28/02/2024
Phoenix Wright: Ace Attorney Justice For All,nintendo-ds,21.45,24.33,34.99,28/02/2024
Rondo of Swords,nintendo-ds,20.74,44.99,95.83,28/02/2024
Wappy Dog with Toy,nintendo-ds,6.50,11.10,32.73,28/02/2024
Age of Empires The Age of Kings,nintendo-ds,9.87,9.88,25.00,28/02/2024
Legend of Spyro The Eternal Night,nintendo-ds,9.99,13.81,35.00,28/02/2024
Nintendo DSi XL Burgundy,nintendo-ds,75.00,130.63,250.00,28/02/2024
Pokemon HeartGold Version [Not For Resale],nintendo-ds,155.50,N/A,N/A,28/02/2024
Trauma Center Under the Knife,nintendo-ds,15.07,21.80,34.99,28/02/2024
Elite Beat Agents,nintendo-ds,14.85,20.00,36.74,28/02/2024
Girls Only,nintendo-ds,19.61,99.95,190.00,28/02/2024
River City Soccer Hooligans,nintendo-ds,20.95,58.95,112.00,28/02/2024
Star Wars Clone Wars: Republic Heroes,nintendo-ds,6.30,6.98,19.34,28/02/2024
Heroes of Mana,nintendo-ds,19.13,22.68,33.84,28/02/2024
Action Replay DS,nintendo-ds,40.99,65.00,219.23,28/02/2024
Metal Slug 7,nintendo-ds,34.49,59.35,115.00,28/02/2024
Okami Den,nintendo-ds,35.83,48.06,69.30,28/02/2024
Lost in Blue 2,nintendo-ds,17.85,21.78,72.00,28/02/2024
Shin Megami Tensei: Strange Journey,nintendo-ds,55.00,71.16,120.03,28/02/2024
Teenage Mutant Ninja Turtles 3 Mutant Nightmare,nintendo-ds,20.00,42.49,116.75,28/02/2024
Chibi-Robo Park Patrol,nintendo-ds,35.00,58.58,80.00,28/02/2024
A Witch's Tale,nintendo-ds,54.72,82.50,101.72,28/02/2024
Fighting Fantasy: The Warlock of Firetop Mountain,nintendo-ds,79.46,186.48,248.98,28/02/2024
Konami Classics Arcade Hits,nintendo-ds,16.68,27.02,51.00,28/02/2024
Cars 2,nintendo-ds,4.74,5.25,19.68,28/02/2024
Digimon World Dusk,nintendo-ds,33.99,78.50,283.50,28/02/2024
Dragon Ball Origins,nintendo-ds,26.92,58.40,69.79,28/02/2024
Legend of Spyro A New Beginning,nintendo-ds,11.85,15.17,23.83,28/02/2024
Nanostray 2,nintendo-ds,29.95,63.19,78.88,28/02/2024
Sarah: Keeper Of The Unicorn,nintendo-ds,19.05,105.14,200.00,28/02/2024
Zoo Tycoon,nintendo-ds,5.00,5.53,16.65,28/02/2024
Marvel Super Hero Squad,nintendo-ds,3.82,5.16,15.12,28/02/2024
Contact,nintendo-ds,30.06,46.71,69.18,28/02/2024
KORG DS-10 Synthesizer,nintendo-ds,29.97,29.99,57.00,28/02/2024
Teenage Mutant Ninja Turtles: Arcade Attack,nintendo-ds,13.86,18.99,44.99,28/02/2024
Mega Man Star Force 3 Black Ace,nintendo-ds,69.99,141.01,175.50,28/02/2024
Moon,nintendo-ds,42.97,79.99,119.48,28/02/2024
Rayman DS,nintendo-ds,7.77,8.94,24.67,28/02/2024
SpongeBob's Atlantis SquarePantis [Case Set],nintendo-ds,15.78,25.36,29.99,28/02/2024
Action Replay DSi,nintendo-ds,63.71,89.99,168.67,28/02/2024
Meteos,nintendo-ds,10.99,13.29,31.16,28/02/2024
SNK vs. Capcom Card Fighters,nintendo-ds,17.99,19.49,36.10,28/02/2024
The Sims 3,nintendo-ds,17.44,18.48,25.00,28/02/2024
Flash Focus Vision Training,nintendo-ds,3.79,4.67,7.96,28/02/2024
Fullmetal Alchemist Dual Sympathy,nintendo-ds,19.48,28.49,60.00,28/02/2024
Harvest Moon: The Tale of Two Towns,nintendo-ds,17.49,19.49,36.23,28/02/2024
Nintendo DSi XL Bronze,nintendo-ds,76.83,130.03,384.42,28/02/2024
Nintendo DSi XL Metallic Rose,nintendo-ds,75.00,135.51,257.00,28/02/2024
Age of Empires Mythologies,nintendo-ds,12.00,15.09,33.33,28/02/2024
Monster Rancher DS,nintendo-ds,34.07,39.97,76.00,28/02/2024
Mystery Dungeon Shiren the Wanderer,nintendo-ds,18.29,24.74,49.98,28/02/2024
Time Hollow,nintendo-ds,50.00,69.49,97.06,28/02/2024
LEGO Indiana Jones The Original Adventures,nintendo-ds,3.50,5.00,18.77,28/02/2024
Black Sigil Blade of the Exiled,nintendo-ds,59.99,123.57,248.23,28/02/2024
Drawn to Life: The Next Chapter,nintendo-ds,4.00,8.68,16.48,28/02/2024
Hoshigami Remix,nintendo-ds,14.99,40.00,76.00,28/02/2024
Game &amp; Watch Collection 2,nintendo-ds,54.15,54.31,94.96,28/02/2024
Avalon Code,nintendo-ds,51.99,78.04,144.35,28/02/2024
Deep Labyrinth,nintendo-ds,16.73,27.75,34.50,28/02/2024
Giana Sisters DS,nintendo-ds,51.11,68.70,107.50,28/02/2024
Mega Man ZX Advent,nintendo-ds,12.00,24.99,52.25,28/02/2024
Phineas and Ferb,nintendo-ds,4.32,4.78,9.24,28/02/2024
Wario Ware D.I.Y.,nintendo-ds,24.99,30.75,49.96,28/02/2024
Suikoden Tierkreis,nintendo-ds,40.01,69.59,129.99,28/02/2024
Might and Magic: Clash of Heroes,nintendo-ds,19.52,22.29,49.61,28/02/2024
Darkrai Distribution,nintendo-ds,208.24,635.62,271.24,28/02/2024
Kung Zhu,nintendo-ds,3.64,5.22,7.88,28/02/2024
Rune Factory 3: A Fantasy Harvest Moon,nintendo-ds,21.98,44.95,108.26,28/02/2024
Green Nintendo DSi System,nintendo-ds,60.00,60.21,114.00,28/02/2024
Harvest Moon: Sunshine Islands,nintendo-ds,21.84,30.00,54.98,28/02/2024
Super Scribblenauts,nintendo-ds,4.69,6.49,11.48,28/02/2024
Viva Pinata Pocket Paradise,nintendo-ds,18.99,20.00,39.99,28/02/2024
Assassin's Creed II: Discovery,nintendo-ds,14.55,20.79,41.79,28/02/2024
Crash Mind Over Mutant,nintendo-ds,9.57,13.67,38.26,28/02/2024
Izuna 2 The Unemployed Ninja Returns,nintendo-ds,59.99,95.62,126.53,28/02/2024
Mega Man Star Force 2 Zerker X Ninja,nintendo-ds,38.99,76.22,174.00,28/02/2024
Mega Man Star Force 2 Zerker X Saurian,nintendo-ds,53.17,74.33,147.34,28/02/2024
Ninja Gaiden: Dragon Sword,nintendo-ds,11.06,17.98,29.03,28/02/2024
Spectrobes,nintendo-ds,8.91,12.98,31.63,28/02/2024
Spiderman: Shattered Dimensions,nintendo-ds,11.55,15.89,29.58,28/02/2024
Teenage Zombies,nintendo-ds,6.43,8.00,15.70,28/02/2024
