game,console,loose_val,complete_val,new_val,date(D/M/Y)
GalGun: Double Peace,nintendo-switch,22.49,23.99,29.00,28/02/2024
GalGun: Double Peace [Horny Trinity Edition],nintendo-switch,146.25,168.75,219.37,28/02/2024
Galak-Z: The Void &amp; Skulls of the Shogun: Bone-A-Fide,nintendo-switch,10.00,14.64,23.51,28/02/2024
Game Traveler Deluxe System Case,nintendo-switch,14.99,16.70,20.99,28/02/2024
GameCube Controller Adapter,nintendo-switch,28.30,40.01,39.96,28/02/2024
GameCube Style Wireless Controller [Espeon],nintendo-switch,N/A,N/A,N/A,28/02/2024
GameCube Style Wireless Controller [Gray],nintendo-switch,32.38,64.75,119.95,28/02/2024
GameCube Style Wireless Controller [Pikachu],nintendo-switch,N/A,N/A,139.99,28/02/2024
GameCube Style: 3 Pack Wireless Controllers,nintendo-switch,63.97,73.60,95.91,28/02/2024
Games Advent Calendar: 25 Days - 25 Surprises,nintendo-switch,N/A,N/A,N/A,28/02/2024
Gang Beasts,nintendo-switch,19.31,19.98,22.99,28/02/2024
Garden Simulator,nintendo-switch,16.38,19.36,22.59,28/02/2024
Garden Story,nintendo-switch,35.36,41.07,51.03,28/02/2024
Garfield Lasagna Party,nintendo-switch,19.49,23.19,27.96,28/02/2024
Gato Roboto,nintendo-switch,32.50,51.49,48.50,28/02/2024
Gear Club Unlimited 2,nintendo-switch,13.65,14.50,23.84,28/02/2024
Gear Club Unlimited 2 [Porsche Edition],nintendo-switch,14.45,16.94,29.75,28/02/2024
Gear Club Unlimited 2 [Tracks Edition],nintendo-switch,16.69,19.36,34.62,28/02/2024
Gear Shifters,nintendo-switch,13.34,14.99,23.99,28/02/2024
Gear Shifters [Collector’s Edition],nintendo-switch,25.91,28.83,40.00,28/02/2024
Gear-Club Unlimited 2 [Definitive Edition],nintendo-switch,5.00,44.74,42.62,28/02/2024
Geminose: Animal Popstars,nintendo-switch,8.70,10.99,14.00,28/02/2024
Genesis Noir,nintendo-switch,26.15,29.48,40.00,28/02/2024
Genesis Noir [Collector's Edition],nintendo-switch,46.07,59.95,60.00,28/02/2024
Georifters,nintendo-switch,24.85,28.68,37.33,28/02/2024
GetsuFumaDen: Undying Moon,nintendo-switch,39.84,45.63,60.36,28/02/2024
GetsuFumaDen: Undying Moon [Classic Edition],nintendo-switch,N/A,N/A,N/A,28/02/2024
Ghost 1.0 + Unepic Collection,nintendo-switch,28.79,33.11,34.36,28/02/2024
Ghost 1.0 + Unepic Collection [Limited Edition],nintendo-switch,34.00,51.85,86.88,28/02/2024
Ghost Blade HD,nintendo-switch,29.95,29.99,44.99,28/02/2024
Ghost Blade HD [Limited Edition],nintendo-switch,90.00,90.00,78.05,28/02/2024
Ghost Parade,nintendo-switch,14.00,16.36,19.95,28/02/2024
Ghost Song,nintendo-switch,22.42,25.00,34.59,28/02/2024
Ghostbusters: Spirits Unleashed [Ecto Edition],nintendo-switch,23.70,26.96,39.35,28/02/2024
Ghostrunner,nintendo-switch,17.75,17.99,22.21,28/02/2024
Gigantosaurus Dino Kart,nintendo-switch,15.43,17.74,20.23,28/02/2024
Gigantosaurus: The Game,nintendo-switch,12.50,13.46,19.50,28/02/2024
Gimmick! Special Edition [Collector's Edition],nintendo-switch,N/A,N/A,N/A,28/02/2024
Gimmick: Special Edition,nintendo-switch,26.95,30.99,40.50,28/02/2024
Giraffe and Annika [Musical Mayhem Edition],nintendo-switch,21.85,34.90,43.50,28/02/2024
Gloomhaven: Mercenaries Edition,nintendo-switch,19.99,23.73,35.00,28/02/2024
God Wars: The Complete Legend [Limited Edition],nintendo-switch,97.55,120.76,135.83,28/02/2024
God of Rock,nintendo-switch,16.72,19.17,24.86,28/02/2024
Gold Rider Wireless Controller,nintendo-switch,N/A,N/A,N/A,28/02/2024
Golden Force,nintendo-switch,23.99,26.30,35.98,28/02/2024
Golden Force [Limited Edition],nintendo-switch,29.64,32.95,45.85,28/02/2024
Golden M Wired Controller,nintendo-switch,19.99,N/A,28.89,28/02/2024
Golf Story [Best Buy],nintendo-switch,53.63,62.99,78.72,28/02/2024
Golf Story [Pro Bundle],nintendo-switch,N/A,N/A,N/A,28/02/2024
Golf Story [Winner's Edition],nintendo-switch,98.92,131.67,124.99,28/02/2024
Golf With Your Friends,nintendo-switch,12.49,14.42,18.74,28/02/2024
Gone Home [Best Buy],nintendo-switch,N/A,N/A,N/A,28/02/2024
Good Pizza Great Pizza [Limited Edition],nintendo-switch,64.66,74.61,96.99,28/02/2024
"Good Pizza, Great Pizza [Steelbook Edition]",nintendo-switch,46.66,53.84,69.99,28/02/2024
Goodbye World,nintendo-switch,19.83,26.03,25.50,28/02/2024
Goosebumps: Dead of Night,nintendo-switch,12.51,16.19,19.34,28/02/2024
Gorogoa,nintendo-switch,44.75,48.55,65.02,28/02/2024
Gotta Protectors: Cart of Darkness,nintendo-switch,36.88,46.50,49.56,28/02/2024
Grand Mountain Adventure Wonderlands [Limited Edition],nintendo-switch,25.90,35.99,30.78,28/02/2024
Grim Fandango Remastered,nintendo-switch,36.36,43.99,55.82,28/02/2024
GrimGrimoire OnceMore [Deluxe Edition],nintendo-switch,30.22,34.75,37.31,28/02/2024
GrimGrimoire OnceMore [Limited Edition],nintendo-switch,64.79,74.62,97.00,28/02/2024
Grindstone,nintendo-switch,20.12,21.88,33.35,28/02/2024
Grindstone [iam8bit],nintendo-switch,20.00,23.08,30.00,28/02/2024
Grip: Combat Racing,nintendo-switch,11.75,15.00,24.46,28/02/2024
Grip: Combat Racing [Collector's Edition],nintendo-switch,180.91,208.32,271.00,28/02/2024
Grip: Combat Racing [Ultimate Edition],nintendo-switch,12.00,14.31,19.50,28/02/2024
Gris [Slipcover],nintendo-switch,41.28,49.67,59.00,28/02/2024
Gun Gun Pixies [Day One Edition],nintendo-switch,39.12,39.99,60.86,28/02/2024
Gunbrick: Reloaded,nintendo-switch,16.40,18.92,24.60,28/02/2024
Gunlord X,nintendo-switch,79.50,91.29,99.99,28/02/2024
Gunlord X [Collector's Edition],nintendo-switch,95.43,116.00,134.99,28/02/2024
Guns N Spurs 2,nintendo-switch,N/A,N/A,33.46,28/02/2024
Guns of Mercy,nintendo-switch,23.89,33.31,39.09,28/02/2024
Gunvolt Chronicles Luminous Avenger IX [Collector's Edition],nintendo-switch,64.98,78.94,91.72,28/02/2024
Gunvolt Chronicles: Luminous Avenger iX 2,nintendo-switch,36.03,43.00,51.99,28/02/2024
Gunvolt Chronicles: Luminous Avenger iX 2 [Collector's Edition],nintendo-switch,93.85,139.96,99.00,28/02/2024
Guts 'N Goals [Limited Edition],nintendo-switch,33.33,38.46,50.00,28/02/2024
HORI Amiibo Display Case,nintendo-switch,N/A,N/A,N/A,28/02/2024
HORI Split Pad Compact Attachment Set [Pokemon: Eevee Evolutions],nintendo-switch,N/A,N/A,N/A,28/02/2024
HORI Split Pad Compact Pacman,nintendo-switch,N/A,N/A,N/A,28/02/2024
HORI Split Pad Compact Sonic,nintendo-switch,N/A,N/A,N/A,28/02/2024
HORI Split Pad Pro [Pokemon: Pikachu &amp; Eevee],nintendo-switch,N/A,N/A,N/A,28/02/2024
HORI Wired Internet LAN Adapter,nintendo-switch,18.99,19.47,25.90,28/02/2024
Hakuoki: Chronicles Of Wind And Blossom [Limited Edition],nintendo-switch,N/A,N/A,N/A,28/02/2024
Hakuoki: Chronicles of Wind and Blossom,nintendo-switch,N/A,N/A,N/A,28/02/2024
Hammerwatch II: The Chronicles Edition,nintendo-switch,N/A,26.00,44.50,28/02/2024
Happy Birthdays,nintendo-switch,33.23,39.00,49.36,28/02/2024
Harvest Moon Light of Hope [Limited Edition],nintendo-switch,20.33,36.09,61.18,28/02/2024
Harvest Moon Light of Hope [Special Edition Complete],nintendo-switch,14.48,19.49,29.24,28/02/2024
Harvest Moon One World [Collector's Edition],nintendo-switch,41.91,45.50,66.38,28/02/2024
Harvest Moon: One World,nintendo-switch,22.74,24.20,35.00,28/02/2024
Harvest Moon: One World [Limited Edition],nintendo-switch,53.31,61.52,79.97,28/02/2024
Harvest Moon: The Winds of Anthos,nintendo-switch,32.82,42.47,43.07,28/02/2024
Harvest Moon: The Winds of Anthos [Limited Edition],nintendo-switch,N/A,N/A,N/A,28/02/2024
Haunted House,nintendo-switch,18.87,20.01,28.30,28/02/2024
Have A Nice Death [Collector's Edition],nintendo-switch,N/A,N/A,N/A,28/02/2024
Haven,nintendo-switch,34.35,40.70,49.97,28/02/2024
Haven [Collector's Edition],nintendo-switch,32.00,69.10,94.00,28/02/2024
Heart Of The Woods,nintendo-switch,24.00,27.69,36.00,28/02/2024
Heave Ho,nintendo-switch,29.36,35.24,42.13,28/02/2024
Heave Ho [Special Reserve],nintendo-switch,29.28,37.47,38.99,28/02/2024
Hell warders,nintendo-switch,14.00,14.22,18.21,28/02/2024
Hello Neighbor 2,nintendo-switch,18.00,21.65,27.93,28/02/2024
Hello Neighbor 2 [Deluxe Edition],nintendo-switch,21.73,26.99,29.99,28/02/2024
Hellpoint,nintendo-switch,16.50,23.09,22.49,28/02/2024
Hero Must Die Again,nintendo-switch,39.34,46.35,57.49,28/02/2024
Hero Must Die Again [Collector's Edition],nintendo-switch,49.19,59.00,70.47,28/02/2024
Heroic Link Wired Controller,nintendo-switch,N/A,N/A,N/A,28/02/2024
Heroland [Knowble Edition],nintendo-switch,13.00,14.58,22.73,28/02/2024
Hidden Objects Collection,nintendo-switch,18.50,20.98,27.74,28/02/2024
Hidden Objects Collection Volume 2,nintendo-switch,19.97,23.99,27.99,28/02/2024
Hidden Objects Collection Volume 3,nintendo-switch,11.99,27.48,36.00,28/02/2024
Hidden Objects Collection Volume 4,nintendo-switch,21.84,27.38,29.79,28/02/2024
Hoa,nintendo-switch,21.50,22.22,33.33,28/02/2024
Hoa [Pax West],nintendo-switch,49.65,57.28,74.47,28/02/2024
Hogwarts Legacy [Deluxe Edition],nintendo-switch,49.00,57.25,61.00,28/02/2024
Hokko Life,nintendo-switch,14.58,15.00,15.49,28/02/2024
Hollow Knight [Knight Plush Bundle],nintendo-switch,N/A,N/A,399.99,28/02/2024
Holy Potatoes Compendium,nintendo-switch,13.26,15.57,19.44,28/02/2024
Holy Potatoes Compendium [Badge Edition],nintendo-switch,14.76,18.69,19.90,28/02/2024
Horgihugh and Friends,nintendo-switch,18.48,21.02,27.63,28/02/2024
Hori D-Pad Controller L Pikachu,nintendo-switch,19.19,N/A,24.99,28/02/2024
Hori Split Pad Pro [Black],nintendo-switch,N/A,N/A,N/A,28/02/2024
Hori Taiko Master Controller,nintendo-switch,50.00,60.00,75.00,28/02/2024
Hori Turbo Controller,nintendo-switch,N/A,N/A,N/A,28/02/2024
Horipad Mini - Pokemon 025 Pikachu,nintendo-switch,N/A,N/A,N/A,28/02/2024
Horizon Chase Turbo [Special Edition],nintendo-switch,29.02,33.95,55.27,28/02/2024
Horror Tales: The Wine,nintendo-switch,24.96,27.50,39.00,28/02/2024
Horse Club Adventures,nintendo-switch,15.89,20.00,32.99,28/02/2024
Horse Club Adventures 2: Hazelwood Stories,nintendo-switch,16.31,18.82,24.47,28/02/2024
Horse Tales: Emerald Valley Ranch,nintendo-switch,14.13,16.41,21.48,28/02/2024
Horse Tales: Emerald Valley Ranch [Limited Edition],nintendo-switch,14.35,16.50,19.76,28/02/2024
Hot Wheels Unleashed,nintendo-switch,16.99,18.88,25.99,28/02/2024
Hot Wheels Unleashed 2 Turbocharged,nintendo-switch,28.27,28.38,31.80,28/02/2024
Hot Wheels Unleashed [Challenge Accepted],nintendo-switch,21.86,25.49,45.00,28/02/2024
Hotel Transylvania 3: Monsters Overboard,nintendo-switch,8.95,11.31,13.25,28/02/2024
Hotel Transylvania Scary-Tale Adventures,nintendo-switch,8.99,11.89,15.36,28/02/2024
Hotline Miami Collection [Special Reserve Variant],nintendo-switch,N/A,N/A,N/A,28/02/2024
Hotshot Racing,nintendo-switch,22.95,23.36,24.38,28/02/2024
House Flipper,nintendo-switch,18.47,19.99,31.99,28/02/2024
House Flipper: Pets Edition,nintendo-switch,26.65,30.75,39.97,28/02/2024
Hover,nintendo-switch,8.95,14.48,16.94,28/02/2024
Human Fall Flat [Anniversary Edition],nintendo-switch,17.31,17.45,27.96,28/02/2024
Human Fall Flat [Dream Collection],nintendo-switch,14.38,17.99,20.13,28/02/2024
Humongous Classic Collection,nintendo-switch,45.00,85.73,73.77,28/02/2024
Huntdown,nintendo-switch,25.14,25.99,32.00,28/02/2024
Huntdown [Collector's Edition],nintendo-switch,59.99,77.50,83.02,28/02/2024
Hunting Simulator,nintendo-switch,17.35,20.00,26.02,28/02/2024
Hunting Simulator 2,nintendo-switch,27.15,28.55,49.70,28/02/2024
Hylian Crest Wireless Controller,nintendo-switch,N/A,N/A,N/A,28/02/2024
Hylian Shield Wired Controller,nintendo-switch,19.92,N/A,24.99,28/02/2024
Hyper Gunsport,nintendo-switch,N/A,N/A,N/A,28/02/2024
Hyper Parasite,nintendo-switch,24.59,24.85,36.90,28/02/2024
Hyper Sentinel [Elite Edition],nintendo-switch,19.50,24.78,42.00,28/02/2024
Hypnospace Outlaw,nintendo-switch,17.02,19.50,25.07,28/02/2024
Ice Age: Scrat's Nutty Adventure,nintendo-switch,12.50,13.61,19.92,28/02/2024
Iconoclasts [Classic Edition],nintendo-switch,66.42,79.94,95.00,28/02/2024
If My Heart Had Wings,nintendo-switch,42.19,52.55,58.00,28/02/2024
If My Heart Had Wings [Limited Edition],nintendo-switch,44.93,50.50,69.67,28/02/2024
Ikai,nintendo-switch,18.67,23.96,39.80,28/02/2024
Ikai [PAX East],nintendo-switch,N/A,N/A,N/A,28/02/2024
Immortal Realms: Vampire Wars,nintendo-switch,12.02,16.99,24.67,28/02/2024
Immortals Fenyx Rising [Gold Edition],nintendo-switch,22.32,34.99,73.53,28/02/2024
In Other Waters,nintendo-switch,26.66,27.13,45.99,28/02/2024
In Other Waters [Limited Edition],nintendo-switch,16.66,19.22,24.99,28/02/2024
In Sound Mind [Deluxe Edition],nintendo-switch,14.62,16.00,22.99,28/02/2024
Indivisible [Collector's Edition],nintendo-switch,50.43,69.99,59.99,28/02/2024
"Inescapable: No Rules, No Rescue",nintendo-switch,25.19,N/A,39.99,28/02/2024
Infernax,nintendo-switch,32.53,39.37,45.99,28/02/2024
Infernax [Limited Collector Edition],nintendo-switch,68.57,79.12,102.70,28/02/2024
Infinity Strash: Dragon Quest The Adventure of Dai,nintendo-switch,40.15,46.26,59.99,28/02/2024
Inscryption [Special Reserve Single],nintendo-switch,56.66,65.38,84.99,28/02/2024
Insignia Go Case,nintendo-switch,N/A,N/A,N/A,28/02/2024
Insignia Joy Con Charging Station,nintendo-switch,N/A,N/A,N/A,28/02/2024
Inspector Gadget: Mad Time Party,nintendo-switch,26.52,28.41,42.61,28/02/2024
Instant Chef Party,nintendo-switch,20.43,23.37,25.04,28/02/2024
Instant Sports,nintendo-switch,15.98,16.09,24.66,28/02/2024
Instant Sports All-Stars,nintendo-switch,25.64,27.55,31.16,28/02/2024
Instant Sports Paradise,nintendo-switch,15.25,22.83,28.49,28/02/2024
Instant Sports Plus,nintendo-switch,18.78,25.19,30.43,28/02/2024
Instant Sports Winter Games,nintendo-switch,16.92,17.20,25.38,28/02/2024
Instant Sports: Summer Games,nintendo-switch,15.34,16.80,23.06,28/02/2024
Instant Sports: Tennis,nintendo-switch,10.95,17.00,18.31,28/02/2024
Instant Tennis,nintendo-switch,5.00,6.25,9.38,28/02/2024
Into The Dead 2 [Launch Edition],nintendo-switch,45.92,52.98,68.88,28/02/2024
Into the Dead 2,nintendo-switch,15.00,15.00,34.70,28/02/2024
Ion Fury,nintendo-switch,19.99,30.00,33.00,28/02/2024
Iris Fall,nintendo-switch,23.19,26.70,34.48,28/02/2024
Is It Wrong to Try to Pick Up Girls in A Dungeon: Infinite Combat,nintendo-switch,32.40,37.08,41.43,28/02/2024
Is It Wrong to Try to Pick Up Girls in A Dungeon: Infinite Combat [Collector's Edition],nintendo-switch,N/A,N/A,N/A,28/02/2024
Jack Jeanne,nintendo-switch,36.33,44.35,50.06,28/02/2024
Jack Jeanne [Limited Edition],nintendo-switch,60.83,69.95,86.25,28/02/2024
Jamestown+,nintendo-switch,37.59,48.58,49.50,28/02/2024
Jay and Silent Bob: Mall Brawl [Classic Edition],nintendo-switch,44.79,51.62,87.50,28/02/2024
Jigsaw Fun 3 in 1 Collection,nintendo-switch,20.32,21.99,32.26,28/02/2024
Jitsu Squad,nintendo-switch,23.78,29.58,32.75,28/02/2024
JoJo Siwa: Worldwide Party,nintendo-switch,9.19,11.45,12.60,28/02/2024
John Wick Hex,nintendo-switch,12.47,12.48,18.76,28/02/2024
Journey to the Savage Planet,nintendo-switch,18.24,18.99,22.00,28/02/2024
Joy Con Comfort Grip [Super Mario Odyssey],nintendo-switch,8.66,9.99,12.99,28/02/2024
Joy-Con AA Battery Pack,nintendo-switch,16.99,19.19,25.00,28/02/2024
Joy-Con Animal Crossing Edition,nintendo-switch,90.15,103.85,135.00,28/02/2024
Joy-Con Charging Grip,nintendo-switch,21.49,24.77,34.14,28/02/2024
Joy-Con Comfort Grip [Minecraft],nintendo-switch,N/A,N/A,N/A,28/02/2024
Joy-Con Comfort Grip [Red],nintendo-switch,15.19,17.53,22.79,28/02/2024
Joy-Con Fortnite Edition Fleet Force Bundle,nintendo-switch,68.75,81.49,154.22,28/02/2024
Joy-Con Pastel Pink &amp; Pastel Yellow,nintendo-switch,59.01,61.09,79.00,28/02/2024
Joy-Con Pastel Purple &amp; Pastel Green,nintendo-switch,57.88,61.84,80.00,28/02/2024
Joy-Con Super Smash Bros Ultimate Edition,nintendo-switch,23.61,27.15,35.42,28/02/2024
Jujutsu Kaisen: Cursed Clash,nintendo-switch,45.00,55.42,59.99,28/02/2024
Jumanji Wild Adventures,nintendo-switch,17.01,20.00,24.95,28/02/2024
Just Dance 2023,nintendo-switch,17.28,19.91,21.41,28/02/2024
Just Dance 2023 [Pin Set],nintendo-switch,N/A,N/A,69.99,28/02/2024
Just Dance 2024,nintendo-switch,15.61,15.91,21.75,28/02/2024
Just Die Already,nintendo-switch,12.83,13.80,17.12,28/02/2024
KORG Gadget for Nintendo Switch,nintendo-switch,49.55,57.24,74.00,28/02/2024
Kamen Rider Climax Scramble,nintendo-switch,41.96,43.27,64.95,28/02/2024
Kamiwaza: Way of the Thief,nintendo-switch,19.17,19.20,20.45,28/02/2024
Kamiwaza: Way of the Thief [Limited Edition],nintendo-switch,N/A,N/A,59.99,28/02/2024
Kao The Kangaroo [Collector's Edition],nintendo-switch,N/A,N/A,N/A,28/02/2024
Kaze and the Wild Masks,nintendo-switch,20.24,24.24,31.95,28/02/2024
Kemco RPG Omnibus,nintendo-switch,22.10,25.47,38.12,28/02/2024
Kentucky Route Zero,nintendo-switch,49.23,64.95,73.18,28/02/2024
Keywe,nintendo-switch,18.44,18.48,25.47,28/02/2024
Kill la Kill-IF [Limited Edition],nintendo-switch,83.73,92.61,157.08,28/02/2024
Killer Frequency,nintendo-switch,25.13,32.74,32.00,28/02/2024
King's Bounty II,nintendo-switch,13.78,15.50,18.99,28/02/2024
Kingdom New Lands,nintendo-switch,24.88,29.00,26.29,28/02/2024
Kingdom New Lands Collector's Edition,nintendo-switch,46.67,53.85,70.00,28/02/2024
Kitaria Fables,nintendo-switch,14.61,16.95,19.04,28/02/2024
Knights and Bikes,nintendo-switch,33.88,38.72,49.09,28/02/2024
Knockout Home Fitness,nintendo-switch,16.16,18.90,36.81,28/02/2024
Konosuba: God's Blessing on This Wonderful World! Love for These Clothes of Desire,nintendo-switch,N/A,N/A,N/A,28/02/2024
Koumajou Remilia: Scarlet Symphony,nintendo-switch,28.33,30.66,45.00,28/02/2024
Kraken Odyssey,nintendo-switch,16.50,20.31,35.95,28/02/2024
Kukoos Lost Pets,nintendo-switch,14.89,15.54,23.91,28/02/2024
Kunai,nintendo-switch,33.81,37.28,40.14,28/02/2024
Kung Fury: Street Rage Ultimate Edition,nintendo-switch,39.90,46.04,59.85,28/02/2024
L.O.L. Surprise Remix: We Rule the World,nintendo-switch,9.00,9.10,12.25,28/02/2024
L.O.L. Surprise! B.B.s Born To Travel,nintendo-switch,9.99,10.95,10.75,28/02/2024
L.O.L. Surprise! Movie Night,nintendo-switch,10.00,12.99,13.98,28/02/2024
L.O.L. Surprise! Roller Dreams Racing,nintendo-switch,26.99,N/A,27.49,28/02/2024
LEGO 2K Drive,nintendo-switch,28.00,28.13,29.99,28/02/2024
LEGO 2K Drive [Awesome Edition],nintendo-switch,26.66,30.76,39.99,28/02/2024
LEGO 2K Drive [Code in Box],nintendo-switch,27.80,33.30,39.95,28/02/2024
LEGO Brawls,nintendo-switch,12.00,12.99,13.42,28/02/2024
LEGO DC Super Villains [Deluxe Edition],nintendo-switch,19.99,26.61,98.88,28/02/2024
LEGO Marvel Super Heroes,nintendo-switch,14.99,19.08,29.06,28/02/2024
LEGO Marvel Super Heroes 2 Deluxe Edition,nintendo-switch,16.02,18.30,24.00,28/02/2024
LEGO Star Wars: The Skywalker Saga [Deluxe Edition Steelbook],nintendo-switch,87.31,88.46,150.00,28/02/2024
LEGO Star Wars: The Skywalker Saga [Deluxe Edition],nintendo-switch,33.75,40.71,75.79,28/02/2024
La Mulana 1 &amp; 2 [Hidden Treasures Edition],nintendo-switch,69.99,70.00,85.00,28/02/2024
Labyrinth of Galleria: The Moon Society,nintendo-switch,49.95,58.30,70.54,28/02/2024
Labyrinth of Galleria: The Moon Society [Limited Edition],nintendo-switch,109.18,138.00,147.54,28/02/2024
Labyrinth of Zangetsu,nintendo-switch,23.91,24.57,28.66,28/02/2024
Lair of the Clockwork God [Collector's Edition],nintendo-switch,56.66,65.38,84.99,28/02/2024
Langrisser I &amp; II [Limited Edition],nintendo-switch,184.48,204.85,286.42,28/02/2024
Later Alligator,nintendo-switch,26.08,29.99,31.64,28/02/2024
Legend Of Heroes: Trails From Zero [Limited Edition],nintendo-switch,130.66,152.50,197.52,28/02/2024
Legend Of Heroes: Trails Of Cold Steel III [Thors Academy Edition],nintendo-switch,151.67,175.01,227.51,28/02/2024
Legend Of Heroes: Trails Of Cold Steel IV [Limited Edition],nintendo-switch,138.33,159.47,207.50,28/02/2024
Legend of Heroes: Trails Into Reverie,nintendo-switch,44.98,45.00,50.74,28/02/2024
Legend of Kay Anniversary,nintendo-switch,14.00,17.99,27.52,28/02/2024
Legend of Legacy HD Remastered [Deluxe Edition],nintendo-switch,N/A,N/A,49.99,28/02/2024
Lemon Cake,nintendo-switch,22.67,30.49,42.00,28/02/2024
Let's Build A Zoo,nintendo-switch,13.50,13.57,31.05,28/02/2024
Let's Play Curling,nintendo-switch,13.50,15.99,34.99,28/02/2024
Let's Sing 2024 [2 Microphones Bundle],nintendo-switch,N/A,N/A,N/A,28/02/2024
Let's Sing: Country,nintendo-switch,10.95,13.42,19.49,28/02/2024
Letter: A Horror Visual Novel,nintendo-switch,25.44,29.83,37.24,28/02/2024
Letter: A Horror Visual Novel [Limited Edition],nintendo-switch,52.79,58.00,82.91,28/02/2024
Liar Princess and the Blind Prince [Storybook Edition],nintendo-switch,139.99,140.96,136.18,28/02/2024
Liberated: Enhanced Edition,nintendo-switch,22.07,25.00,33.60,28/02/2024
Life in Willowdale: Farm Adventures,nintendo-switch,19.99,22.24,24.71,28/02/2024
Life is Strange: True Colors,nintendo-switch,18.74,20.25,30.00,28/02/2024
Light Up Dock Shield Zelda &amp; Mario,nintendo-switch,N/A,N/A,N/A,28/02/2024
Lilac Fantasy Wired Controller,nintendo-switch,N/A,N/A,N/A,28/02/2024
Link Blue Wireless Controller,nintendo-switch,N/A,N/A,N/A,28/02/2024
Link Gold Wireless Controller,nintendo-switch,13.33,15.38,20.00,28/02/2024
Little Friends Dogs and Cats,nintendo-switch,23.77,26.63,35.18,28/02/2024
Little Friends: Puppy Island,nintendo-switch,19.50,23.98,24.99,28/02/2024
Little League World Series,nintendo-switch,15.17,21.23,28.00,28/02/2024
Little Nightmares II [Stay Tuned Bundle],nintendo-switch,155.65,179.00,233.00,28/02/2024
Little Nightmares: Complete Edition,nintendo-switch,22.50,23.50,30.95,28/02/2024
Little Witch Nobeta,nintendo-switch,33.99,38.17,50.94,28/02/2024
Loop Hero,nintendo-switch,26.27,30.26,39.24,28/02/2024
Loop Hero [Deluxe Edition],nintendo-switch,17.99,20.76,26.99,28/02/2024
Loop8: Summer of Gods,nintendo-switch,22.54,22.88,36.02,28/02/2024
Loop8: Summer of Gods [Celestial Edition],nintendo-switch,27.00,42.02,52.28,28/02/2024
Lord Winklebottom Investigates,nintendo-switch,N/A,N/A,N/A,28/02/2024
Lord of the Rings: Gollum,nintendo-switch,N/A,N/A,N/A,28/02/2024
Lost Child [Limited Edition],nintendo-switch,101.01,112.05,189.99,28/02/2024
Lost Words Beyond the Page,nintendo-switch,13.00,15.00,19.50,28/02/2024
Lost Words: Beyond the Page [Code In Box],nintendo-switch,13.13,15.63,18.91,28/02/2024
Love 3,nintendo-switch,27.60,31.85,41.40,28/02/2024
Love 3 [Retro Edition],nintendo-switch,N/A,N/A,N/A,28/02/2024
Love Esquire,nintendo-switch,35.18,49.99,40.58,28/02/2024
LoveKami Trilogy [Limited Edition],nintendo-switch,48.83,55.00,74.28,28/02/2024
Lover Pretend,nintendo-switch,27.85,29.00,34.56,28/02/2024
Lover Pretend [Soundtrack Bundle],nintendo-switch,N/A,N/A,N/A,28/02/2024
Lovers in a Dangerous Spacetime,nintendo-switch,46.48,53.45,58.00,28/02/2024
Lumines Remastered [Deluxe Edition],nintendo-switch,33.05,38.13,49.63,28/02/2024
Lumines Remastered [Ultimate Edition],nintendo-switch,73.69,80.00,116.68,28/02/2024
Lumo,nintendo-switch,11.99,15.02,22.75,28/02/2024
Lunark,nintendo-switch,39.06,53.99,46.74,28/02/2024
MLB The Show 23,nintendo-switch,34.94,37.97,42.00,28/02/2024
MUSYNX,nintendo-switch,29.77,39.48,47.99,28/02/2024
MX vs ATV All Out,nintendo-switch,14.00,14.50,21.25,28/02/2024
MXGP 3,nintendo-switch,14.36,18.37,36.45,28/02/2024
Mad Rat Dead [Heart Pounding Edition],nintendo-switch,136.96,157.50,224.99,28/02/2024
Made In Abyss: Binary Star Falling Into Darkness,nintendo-switch,34.03,37.49,55.48,28/02/2024
Madison [Possessed Edition],nintendo-switch,34.90,37.49,45.30,28/02/2024
Maglam Lord,nintendo-switch,22.00,22.02,25.50,28/02/2024
Mail Mole,nintendo-switch,21.99,24.81,28.62,28/02/2024
Maitetsu: Pure Station,nintendo-switch,80.10,92.19,120.00,28/02/2024
Maneater,nintendo-switch,14.50,16.32,23.51,28/02/2024
Manifold Garden,nintendo-switch,24.46,27.14,34.99,28/02/2024
Mario + Rabbids Kindom Battle &amp; Starlink: Battle for Atlas [Family Bundle],nintendo-switch,114.00,131.54,171.00,28/02/2024
Mario + Rabbids Kingdom Battle [Anniversary Edition],nintendo-switch,16.99,19.95,24.95,28/02/2024
Mario + Rabbids Sparks of Hope [Cosmic Edition],nintendo-switch,16.85,18.35,24.00,28/02/2024
Mario GameCube Style WiredController,nintendo-switch,20.00,N/A,20.49,28/02/2024
Mario GameCube Style Wireless Controller,nintendo-switch,19.99,23.07,29.99,28/02/2024
Mario Kart 8 Deluxe + Booster Course Pass,nintendo-switch,45.99,53.07,68.32,28/02/2024
Mario Kart Live: Home Circuit [Luigi Set],nintendo-switch,58.07,63.36,80.28,28/02/2024
Mario Kart Racing Wheel Pro Mini,nintendo-switch,46.79,47.00,46.94,28/02/2024
Mario Kart Steering Wheel [Black],nintendo-switch,N/A,N/A,N/A,28/02/2024
Mario Kart Steering Wheel [White],nintendo-switch,N/A,N/A,N/A,28/02/2024
